alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.2_train_accs,partial_merging_1.2_train_losses,partial_merging_1.2_test_accs,partial_merging_1.2_test_losses,partial_merging_REPAIR_1.2_train_accs,partial_merging_REPAIR_1.2_train_losses,partial_merging_REPAIR_1.2_test_accs,partial_merging_REPAIR_1.2_test_losses,partial_merging_1.3_train_accs,partial_merging_1.3_train_losses,partial_merging_1.3_test_accs,partial_merging_1.3_test_losses,partial_merging_REPAIR_1.3_train_accs,partial_merging_REPAIR_1.3_train_losses,partial_merging_REPAIR_1.3_test_accs,partial_merging_REPAIR_1.3_test_losses,partial_merging_1.4_train_accs,partial_merging_1.4_train_losses,partial_merging_1.4_test_accs,partial_merging_1.4_test_losses,partial_merging_REPAIR_1.4_train_accs,partial_merging_REPAIR_1.4_train_losses,partial_merging_REPAIR_1.4_test_accs,partial_merging_REPAIR_1.4_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses,partial_merging_1.6_train_accs,partial_merging_1.6_train_losses,partial_merging_1.6_test_accs,partial_merging_1.6_test_losses,partial_merging_REPAIR_1.6_train_accs,partial_merging_REPAIR_1.6_train_losses,partial_merging_REPAIR_1.6_test_accs,partial_merging_REPAIR_1.6_test_losses,partial_merging_1.7_train_accs,partial_merging_1.7_train_losses,partial_merging_1.7_test_accs,partial_merging_1.7_test_losses,partial_merging_REPAIR_1.7_train_accs,partial_merging_REPAIR_1.7_train_losses,partial_merging_REPAIR_1.7_test_accs,partial_merging_REPAIR_1.7_test_losses,partial_merging_1.8_train_accs,partial_merging_1.8_train_losses,partial_merging_1.8_test_accs,partial_merging_1.8_test_losses,partial_merging_REPAIR_1.8_train_accs,partial_merging_REPAIR_1.8_train_losses,partial_merging_REPAIR_1.8_test_accs,partial_merging_REPAIR_1.8_test_losses,partial_merging_1.9_train_accs,partial_merging_1.9_train_losses,partial_merging_1.9_test_accs,partial_merging_1.9_test_losses,partial_merging_REPAIR_1.9_train_accs,partial_merging_REPAIR_1.9_train_losses,partial_merging_REPAIR_1.9_test_accs,partial_merging_REPAIR_1.9_test_losses,partial_merging_2.0_train_accs,partial_merging_2.0_train_losses,partial_merging_2.0_test_accs,partial_merging_2.0_test_losses,partial_merging_REPAIR_2.0_train_accs,partial_merging_REPAIR_2.0_train_losses,partial_merging_REPAIR_2.0_test_accs,partial_merging_REPAIR_2.0_test_losses
0.5,1.0,0.00029149873,0.932,0.30998784,0.1,3.532646,0.1,3.53052,0.1,4.8577757,0.1,4.843274,0.7257,1.4262764,0.6972,1.6905355,0.1047,4.882906,0.1053,4.8676796,0.7797,1.0694336,0.7456,1.398096,0.15518,4.0244956,0.1514,4.018442,0.83634,0.7507152,0.7944,1.0781269,0.3137,2.9702253,0.3048,2.9962778,0.8821,0.48856902,0.8336,0.8515569,0.47726,2.195217,0.4675,2.2739062,0.9116,0.34261,0.8576,0.73597944,0.71772,1.0652132,0.6857,1.2597582,0.94222,0.20036654,0.8784,0.6157313,0.84194,0.5699289,0.7965,0.8609747,0.96148,0.12212369,0.8903,0.5548134,0.89786,0.3424199,0.8411,0.7036309,0.98032,0.05609385,0.9036,0.4661796,0.96344,0.10735569,0.8857,0.49695253,0.99194,0.022639893,0.9127,0.40529588,0.98868,0.032421615,0.9078,0.42100003,0.99852,0.0060398276,0.9199,0.3650549,1.0,0.0002914326,0.9321,0.31000587,1.0,0.0002840305,0.9321,0.30957618
0.55,1.0,0.0002966466,0.9317,0.31180263,0.1,3.437171,0.1,3.4349155,0.10008,4.746798,0.1,4.7277346,0.7419,1.3246518,0.7103,1.5963821,0.1081,4.7314835,0.1076,4.7154865,0.79242,0.9955156,0.7548,1.3266457,0.16064,3.947806,0.159,3.9372778,0.84454,0.6913382,0.803,1.0363792,0.31674,3.024661,0.3097,3.0514853,0.88728,0.45683712,0.8358,0.83618873,0.47828,2.2436852,0.4697,2.3234856,0.91502,0.3240623,0.8596,0.72378945,0.7151,1.0897926,0.6846,1.2934022,0.94546,0.18995814,0.8797,0.60924786,0.83794,0.59072894,0.792,0.89082235,0.96286,0.11663326,0.8895,0.55266637,0.89922,0.33857402,0.8405,0.70026034,0.98114,0.053917035,0.9034,0.463754,0.96252,0.10820974,0.886,0.5003354,0.99212,0.021972906,0.9126,0.40609637,0.98812,0.03429257,0.9068,0.4267983,0.99824,0.006050573,0.9204,0.3657566,1.0,0.00029658983,0.9317,0.31182635,1.0,0.0002885175,0.9326,0.3113975
0.6,1.0,0.00031137755,0.9312,0.3153655,0.10016,3.389765,0.1001,3.3873012,0.1015,4.621478,0.1018,4.59881,0.78806,1.033566,0.7519,1.3438725,0.11772,4.4916096,0.1165,4.476848,0.8265,0.78693897,0.7859,1.1403881,0.18542,3.7734325,0.1822,3.7619348,0.87202,0.5390968,0.821,0.91845405,0.35336,2.8838086,0.3445,2.9179986,0.90504,0.3651318,0.8483,0.7719531,0.50948,2.1320078,0.4964,2.2254486,0.92716,0.26436114,0.8672,0.67825234,0.73738,1.012647,0.6995,1.238124,0.95348,0.1565222,0.8845,0.58332795,0.84688,0.5563566,0.7953,0.87633425,0.96826,0.09697101,0.8923,0.536916,0.90852,0.30461174,0.8466,0.6747061,0.98452,0.04552631,0.9047,0.45680654,0.96562,0.09927898,0.8885,0.49591833,0.99316,0.01890374,0.9141,0.40452766,0.98876,0.032734387,0.9057,0.42858776,0.99846,0.0054598744,0.92,0.36542222,1.0,0.00031128785,0.9313,0.31538242,0.99998,0.0003028045,0.9313,0.31488213
0.65,1.0,0.00033690804,0.9303,0.32074648,0.10096,3.398953,0.1012,3.3965015,0.11162,4.4230704,0.1132,4.399534,0.84578,0.677975,0.8012,1.04452,0.14484,4.1054077,0.1442,4.0949554,0.87318,0.5281575,0.8235,0.9214649,0.23996,3.4603426,0.2341,3.458404,0.90712,0.3602601,0.8463,0.78130126,0.422,2.551043,0.4141,2.60369,0.93062,0.25028005,0.8657,0.6869042,0.56888,1.8534037,0.5534,1.9768875,0.9458,0.1837639,0.8795,0.61320627,0.77758,0.84177864,0.738,1.1013632,0.96476,0.11140715,0.8911,0.54689145,0.86654,0.46893832,0.8127,0.8178007,0.97642,0.07017828,0.8977,0.5109228,0.92434,0.24633154,0.8571,0.631021,0.98866,0.03371932,0.9064,0.44506127,0.97126,0.08217365,0.892,0.48461565,0.9951,0.014308507,0.9153,0.39995667,0.99046,0.028038617,0.9081,0.42606938,0.99888,0.00441838,0.9212,0.36456215,1.0,0.0003368653,0.9304,0.32076472,0.99998,0.00032755465,0.9307,0.32030138
0.7,1.0,0.00037562253,0.929,0.32800037,0.1024,3.526366,0.1025,3.5222812,0.14802,4.084017,0.1487,4.0659294,0.90402,0.3725424,0.8441,0.79893523,0.2296,3.4788206,0.2242,3.4828594,0.9184,0.30349562,0.855,0.7329768,0.3404,2.9417176,0.336,2.9676487,0.94026,0.20733288,0.8695,0.65938205,0.52636,2.039868,0.5144,2.1317692,0.95568,0.14638111,0.8799,0.6025301,0.65562,1.4344429,0.6298,1.6077602,0.96494,0.108798705,0.8902,0.5484904,0.8299,0.6155054,0.7828,0.9200495,0.97664,0.06832701,0.8997,0.5061478,0.89788,0.3469264,0.835,0.7300394,0.98436,0.044410873,0.9032,0.48187518,0.94352,0.17612451,0.8694,0.5767608,0.99238,0.022103924,0.9097,0.43093336,0.97846,0.060600262,0.8975,0.4678123,0.99672,0.009826684,0.9162,0.39423126,0.99288,0.021309948,0.9104,0.41986942,0.99932,0.003329052,0.9218,0.36452344,1.0,0.00037562492,0.929,0.3280271,0.99998,0.0003650116,0.929,0.32749352
0.75,1.0,0.00043149863,0.9272,0.3371502,0.10812,3.780353,0.1104,3.7733622,0.235,3.4850821,0.237,3.4864922,0.94878,0.17303458,0.8751,0.62423474,0.39446,2.5757976,0.39,2.6177096,0.95476,0.144585,0.8812,0.59543055,0.49234,2.186078,0.4841,2.274217,0.9666,0.10103581,0.8871,0.56133324,0.6557,1.4126873,0.6369,1.5755711,0.976,0.07274601,0.8944,0.52999735,0.75818,0.9493535,0.7254,1.198893,0.981,0.054223116,0.9028,0.49499977,0.88692,0.38466242,0.8264,0.74189043,0.9876,0.035725128,0.9074,0.46964693,0.93134,0.21811585,0.8558,0.63267946,0.99134,0.024263026,0.9081,0.45632076,0.96388,0.10760615,0.884,0.5208594,0.99604,0.012978571,0.9124,0.4170194,0.9865,0.03874168,0.9031,0.44796503,0.99824,0.006151037,0.9183,0.38996217,0.99552,0.014162366,0.913,0.41113684,0.99958,0.002434733,0.923,0.36643606,1.0,0.00043145625,0.9272,0.3371811,0.99998,0.0004195972,0.9269,0.33656627
0.8,0.99996,0.00051084213,0.9255,0.34819335,0.16136,3.716392,0.164,3.7203717,0.4142,2.4440286,0.4069,2.498748,0.97768,0.06586492,0.8934,0.5176621,0.60902,1.5501988,0.5945,1.6835079,0.98098,0.054919187,0.8976,0.50800115,0.6728,1.3113166,0.6528,1.5038874,0.98576,0.04006588,0.8996,0.4939608,0.79172,0.7950305,0.7543,1.0636216,0.98956,0.030460669,0.9037,0.4761936,0.8586,0.5062657,0.8071,0.8476187,0.9922,0.023087252,0.91,0.45563662,0.937,0.19337475,0.8618,0.5948032,0.99434,0.01613818,0.9119,0.44199187,0.96236,0.111351945,0.8777,0.5424391,0.99622,0.011827423,0.9128,0.43562168,0.98148,0.054184303,0.8963,0.47148424,0.99796,0.0070768218,0.9161,0.4066455,0.99312,0.021141542,0.9083,0.42833096,0.9992,0.0037380003,0.9182,0.38833636,0.99768,0.008250924,0.9163,0.40267518,0.9997,0.0017713084,0.9224,0.36978203,0.99996,0.00051081344,0.9255,0.3482207,0.99998,0.0004955186,0.925,0.34760928
0.85,0.99992,0.0006234345,0.9232,0.3611206,0.36464,2.755011,0.3604,2.8063407,0.69034,1.1712962,0.667,1.3617859,0.9929,0.020526491,0.9048,0.45560077,0.80588,0.6998064,0.7649,0.982101,0.99404,0.01741203,0.9076,0.4543183,0.83834,0.5729632,0.7896,0.90572935,0.99548,0.013650716,0.909,0.450306,0.90174,0.32603922,0.8394,0.7075636,0.9965,0.011234274,0.9109,0.44056603,0.93774,0.19305247,0.8614,0.6060237,0.99726,0.008986006,0.914,0.42958587,0.9753,0.07131291,0.889,0.48925972,0.9981,0.0067603285,0.9145,0.42248958,0.98488,0.04274695,0.8971,0.47213283,0.99852,0.005479458,0.915,0.42038155,0.99256,0.021693217,0.9078,0.43319964,0.99918,0.0037522756,0.9181,0.40103152,0.99726,0.009716979,0.9122,0.4119283,0.9996,0.0023218165,0.9176,0.38931444,0.999,0.004353743,0.9165,0.3965272,0.99982,0.0013530896,0.9216,0.3756699,0.99992,0.00062364154,0.9232,0.3611402,0.99994,0.00060648203,0.9232,0.3605122
0.9,0.99992,0.00078417064,0.9219,0.3759349,0.7291,1.0235909,0.6961,1.2633529,0.8997,0.31960976,0.8343,0.6928805,0.99828,0.0057867207,0.9127,0.4232538,0.93722,0.18791015,0.8642,0.59241056,0.99898,0.005121116,0.9129,0.424184,0.9519,0.14004797,0.874,0.5640606,0.99898,0.004586419,0.9145,0.42375505,0.97358,0.07490568,0.8893,0.50291264,0.99894,0.0040411893,0.914,0.419558,0.98496,0.042448033,0.899,0.46627718,0.99918,0.0034751634,0.9145,0.4137759,0.9942,0.017250964,0.9069,0.42668137,0.99942,0.0028865177,0.9161,0.41114402,0.99642,0.01156237,0.9105,0.4261403,0.99934,0.0026523748,0.9169,0.41106313,0.99836,0.006776733,0.9136,0.40866157,0.99956,0.0021364465,0.9176,0.39963606,0.9991,0.003958595,0.9137,0.4019481,0.99976,0.0015935143,0.9185,0.3933139,0.99954,0.002275907,0.918,0.3946026,0.99986,0.0011707457,0.9204,0.38500986,0.99992,0.0007841882,0.9219,0.37598208,0.99992,0.0007577656,0.9215,0.37552392
0.95,0.99992,0.0010150983,0.9202,0.39266112,0.96804,0.08952302,0.8818,0.511771,0.99158,0.024673376,0.9031,0.44316447,0.9997,0.0020504382,0.9165,0.40980303,0.99528,0.015150098,0.9091,0.42974398,0.99968,0.0020083294,0.916,0.41017473,0.99652,0.011233241,0.9112,0.42285946,0.99966,0.0019313473,0.9166,0.41114247,0.99796,0.0069163754,0.913,0.41370797,0.9997,0.0017775618,0.9167,0.40991658,0.99892,0.004696842,0.9125,0.40822878,0.99972,0.0016810168,0.9172,0.4073506,0.99956,0.0030216577,0.9145,0.40264106,0.99972,0.0015790054,0.9169,0.4076709,0.99956,0.0026095398,0.9152,0.40552917,0.99972,0.0015484323,0.9174,0.40797663,0.9996,0.002078705,0.9165,0.40114912,0.99978,0.0014567167,0.9182,0.40323266,0.99964,0.0017905257,0.9185,0.40077335,0.99984,0.0013036386,0.9181,0.40038526,0.99978,0.0014319966,0.9189,0.39847755,0.99984,0.001159504,0.9199,0.3968253,0.99992,0.00101513,0.9202,0.3926857,0.99992,0.0009809617,0.9199,0.39180863
